3	9.43	5.52
6	10.5	6
9	11	6.25
12	11.3	6.41
15	11.5	6.53
18	11.7	6.61
21	11.9	6.69
24	12.1	6.75
27	12.2	6.81
30	12.3	6.86
33	12.4	6.91
36	12.5	6.95
39	12.5	6.98
42	12.6	7.01
45	12.7	7.04
48	12.7	7.07
51	12.8	7.09
54	12.8	7.11
57	12.9	7.12
60	12.9	7.15
63	12.9	7.17
66	13	7.18
69	13	7.2
72	13	7.21
75	13.1	7.23
78	13.1	7.24
81	13.1	7.25
84	13.2	7.26
87	13.2	7.27
90	13.2	7.28
93	13.2	7.29
96	13.3	7.3
99	13.3	7.31
